Nom,Prenom,Code_bateau,valeur,n_courses,Age,Embarcation,Club
ROULAND,Marine,K1D323482,44.25,4,U18,K1D,4421 - NANTES ATLANTIQUE CK
GO,MANON,K1D324938,122.5,4,U21,K1D,7209 - CK CLUB FERTOIS
COURTEILLE,BERTILLE,K1D325168,172.0,2,U21,K1D,3506 - C.K.C.I.R. ST GREGOIRE
MALINGE,ZAURA,K1D325560,98.75,4,U21,K1D,8614 - CHAUVIGNY VALDIVIENNE CK
COURRECH DU PONT,Adelie,K1D325827,110.5,2,U18,K1D,9407 - RED STAR CLUB CHAMPIGNY
DELOBEL,AUDE,K1D325830,72.5,2,M22,K1D,0504 - EAU VIVE EMBRUN
AUBRY,Anaëlle,K1D325966,77.0,4,U18,K1D,5806 - U.C.S. CK COSNE SUR LOIRE CLUB MARCEL RENAUD
GUEN,LEILA,K1D327166,168.67,3,U21,K1D,7211 - FOYER RURAL DES ALPES MANCELLES
PEREZ,Judith,K1D328560,32.75,4,U18,K1D,3318 - BOMMES NAUTIQUE CK
BRUNIQUEL,ANDREA,K1D328983,380.0,2,U18,K1D,4566 - PAGAIE ORLEANS METROPOLE
CANTET,SOLENE,K1D330398,217.5,4,U21,K1D,7705 - TORCY CK
DIDIER,Leonie,K1D331739,70.5,4,U18,K1D,8802 - AS GERARDMER CK
ROUSSEAU,PRUNE,K1D331911,145.75,4,U18,K1D,8010 - CK CLUB DE HAM
PAILLER,Ninon,K1D334203,127.0,3,U21,K1D,5503 - CK CLUB SAINT MIHIEL
AUGE,Monique,K1D335054,396.0,1,M,K1D,3310 - E.N.B.C.K. BORDEAUX
PENOT,Elena,K1D339684,56.5,4,U18,K1D,8604 - CK VIVONNE LES PAGAYOUS
ABERT,EMILIE,K1D339786,260.0,1,U18,K1D,3701 - CK CLUB DE TOURS
MOINIER,Juliette,K1D340416,198.0,1,U21,K1D,5604 - CLUB LOISIRS POP. LOCHRIST
MURAILLE,ALEXINE,K1D340452,526.0,1,U21,K1D,5609 - CLUB NAUTIQUE DE BAUD
DIVERREZ,Caroline,K1D342100,277.0,2,U18,K1D,3506 - C.K.C.I.R. ST GREGOIRE
MARY,ZOE,K1D342115,76.25,4,U18,K1D,2403 - UNION SPORTIVE NEUVICOISE DE CK
LLORET LINARES,NINA,K1D351125,13.25,4,U21,K1D,9404 - JOINVILLE EAU VIVE
HUIBAN-DESCOFFRE,CAROLE,K1D351422,40.75,4,U18,K1D,9202 - BAC CK SEVRES ISSY
BELHADDAD,Lina,K1D352369,100.33,3,U18,K1D,9407 - RED STAR CLUB CHAMPIGNY
METTE,CLOTILDE,K1D353472,172.0,1,U18,K1D,0208 - CANOE CLUB DE GUISE
LEMAIRE,JUSTINE,K1D353538,315.0,1,U18,K1D,5102 - C.K. DORMANS EAUX LIBRES
NORGUET,CLARA,K1D354208,134.75,4,U18,K1D,0204 - A.S.C.R. RIBEMONT
FREMONT,ALDEE,K1D355499,96.25,4,U21,K1D,6102 - PL ARGENTAN CANOE KAYAK
SANTAMARIA,Mila,K1D359441,55.5,4,U15,K1D,3703 - VAL DE L'INDRE CK
ROBERT,Coline,K1D362449,358.5,2,U15,K1D,2801 - ASS. ESTIENNE CK
LEBRUMANT,SAVANAH,K1D364992,170.25,4,U18,K1D,6803 - C.K. APACH COLMAR
DESMERGER,CAMILLE,K1D365500,56.25,4,U21,K1D,3804 - CLUB CK VIENNE
L'HOTE,Inès,K1D367095,339.33,3,U18,K1D,3102 - CK TOULOUSAIN
BARRAULT,ALIX,K1D367651,248.5,4,U15,K1D,6701 - STRASBOURG EAUX VIVES
HARTENSTEIN,MARILOU,K1D369454,86.75,4,U18,K1D,6701 - STRASBOURG EAUX VIVES
NEILZ,LOUANE,K1D370733,557.5,4,U18,K1D,4101 - U.S. VENDOME CK
WINIGER,LEONIE,K1D371025,229.5,4,U18,K1D,2415 - A.L. MARSAC SUR L'ISLE
MOUSSON,Angele,K1D371313,297.5,2,U18,K1D,3507 - CK DU PAYS DE BROCELIANDE
GENTRIC,Manon,K1D374063,431.5,2,U15,K1D,3506 - C.K.C.I.R. ST GREGOIRE
CLEMENT FRANTZ,Leane,K1D374769,414.5,4,U18,K1D,1306 - MARSEILLE MAZARGUES CK
LUTINIER,Elea,K1D375814,71.25,4,U15,K1D,1612 - ANGOULEME CK
DENIS,Maud,K1D378129,151.5,4,U21,K1D,4566 - PAGAIE ORLEANS METROPOLE
ROINOT,Emma,K1D379943,73.25,4,U18,K1D,6102 - PL ARGENTAN CANOE KAYAK
GREAU,Manon,K1D380179,78.75,4,U18,K1D,8501 - CK FONTENAY LE COMTE
CAVIER,MATHILDE,K1D380462,241.33,3,U21,K1D,3112 - MURET OLYMPIQUE C.K.
DANTEPAL,Ambre,K1D380467,361.33,3,U18,K1D,3112 - MURET OLYMPIQUE C.K.
CABOURET,Emmanuelle,K1D382534,422.0,2,M,K1D,6002 - CK CLUB THERAIN
SANOGO,MADOUSSOU,K1D383581,326.5,4,M22,K1D,2711 - VAL DE REUIL PAGAIE PASSION
LLORET LINARES,Luna,K1D383815,12.75,4,U18,K1D,9404 - JOINVILLE EAU VIVE
VALETTE,Isaure,K1D383919,91.0,4,U15,K1D,2412 - CASTELNAUD EN PERIGORD KC
CAVROIS,Capucine,K1D387183,120.5,4,U18,K1D,0108 - CKC VALLEE DE L'AIN
AMIR-TAHMASSEB,ELEONORE NILOUFAR,K1D391277,40.75,4,U18,K1D,6701 - STRASBOURG EAUX VIVES
MARBOT,Clara,K1D391299,178.0,1,U18,K1D,6701 - STRASBOURG EAUX VIVES
FRANCOIS,Zoe,K1D399598,337.0,1,U18,K1D,3309 - CK SPORT LIBOURNE
IBORRA MOLINS-DENIS,Elisa,K1D405700,189.75,4,U15,K1D,2415 - A.L. MARSAC SUR L'ISLE
BARNIER,Maelys,K1D409715,272.0,1,U18,K1D,3314 - E.S. BLANQUEFORTAISE
GAUTIER,MAEVA,K1D413643,2696.5,4,U21,K1D,3501 - KAYAK CLUB PONT REAN
FAÏNA,Capucine,K1D415804,119.0,4,U15,K1D,3309 - CK SPORT LIBOURNE
NOIROT,Enola,K1D416690,274.0,1,U15,K1D,3318 - BOMMES NAUTIQUE CK
CORBET,Chloe,K1D417102,219.25,4,U21,K1D,0211 - C.K. PLEIN AIR DE CHAUNY
GREE PINA,Lauriane,K1D417502,234.0,1,U21,K1D,3314 - E.S. BLANQUEFORTAISE
GOUJON,Leontine,K1D417696,160.75,4,U15,K1D,3501 - KAYAK CLUB PONT REAN
DUQUERROY,Noellie,K1D418207,101.5,4,U18,K1D,8604 - CK VIVONNE LES PAGAYOUS
RENAUDINEAU,Margot,K1D418326,177.0,2,U18,K1D,4405 - CK CLISSON
BELTON,Zoe,K1D420583,148.75,4,U15,K1D,0211 - C.K. PLEIN AIR DE CHAUNY
GARIN BOUDEY,Hanae,K1D421187,676.0,1,U15,K1D,1667 - CHATEAUNEUF VIBRAC CANOE KAYAK
PIGNON,Mae,K1D421561,92.0,4,U18,K1D,8501 - CK FONTENAY LE COMTE
CLAVREUL-ZERBIB,Rachel,K1D421941,172.0,2,U15,K1D,4405 - CK CLISSON
ROBERT,Melyne,K1D423135,107.25,4,U15,K1D,8802 - AS GERARDMER CK
DUPUY,Agathe,K1D423632,121.5,4,U18,K1D,2417 - ALP GNP PERIGUEUX
BARBARIN,LILO,K1D424654,195.25,4,U18,K1D,2412 - CASTELNAUD EN PERIGORD KC
LE CORRE,Abigaelle,K1D426178,167.75,4,U15,K1D,2209 - CANOE CLUB DU LIE
MARLIOT,STEPHANIE,K1D430168,303.75,4,M,K1D,8010 - CK CLUB DE HAM
RENAUD,DELPHINE,K1D430201,377.33,3,M,K1D,8604 - CK VIVONNE LES PAGAYOUS
ALAVOINE,Louna,K1D430215,234.67,3,U18,K1D,2417 - ALP GNP PERIGUEUX
PEREIRA,Elisa,K1D431749,104.25,4,U15,K1D,3309 - CK SPORT LIBOURNE
GERMAIN,Leonie,K1D431858,112.25,4,U15,K1D,3310 - E.N.B.C.K. BORDEAUX
MAGNIEZ,Rachel,K1D433936,77.0,4,U18,K1D,3105 - VENERQUE EAUX VIVES
PROCESSE,Elina,K1D433941,49.5,4,U21,K1D,3105 - VENERQUE EAUX VIVES
GRIMONPON,ELEANOR,K1D436511,702.0,2,U15,K1D,4901 - CK CLUB D'ANGERS
NEUBERG,Marie,K1D440227,176.25,4,U18,K1D,6701 - STRASBOURG EAUX VIVES
BECQUET,Brownichka,K1D441022,152.25,4,U18,K1D,8010 - CK CLUB DE HAM
SCHMIDT,Lily Rose,K1D442158,277.25,4,U15,K1D,6803 - C.K. APACH COLMAR
GUILLOUZO,MELODIE,K1D442734,919.0,1,U18,K1D,5643 - LANESTER CK CLUB
GUINUT,Elisa,K1D443116,189.67,3,U15,K1D,4903 - CLUB NAUTIQUE BOUCHEMAINE
VERNADET,Charlotte,K1D445658,213.0,1,U18,K1D,4921 - ENTENTE SPORTIVE ANJOU CK
LE PAIRE,Emma,K1D453438,347.33,3,U15,K1D,5604 - CLUB LOISIRS POP. LOCHRIST
MOLKO,ISABELLE,K1D453458,646.75,4,M,K1D,2711 - VAL DE REUIL PAGAIE PASSION
SAMMUT,Ninon,K1D453502,103.75,4,U18,K1D,2403 - UNION SPORTIVE NEUVICOISE DE CK
MANGOT,LILOU,K1D453575,73.67,3,U18,K1D,0208 - CANOE CLUB DE GUISE
TEILLERIE,Lena,K1D457374,493.0,3,U15,K1D,1326 - CLUB DE CK DURANCE LUBERON
CHAUSSON,JULIE,K1D457383,206.0,2,U18,K1D,6803 - C.K. APACH COLMAR
CALLEAU,Anae,K1D459929,168.25,4,U18,K1D,7705 - TORCY CK
MORICE,AUDREY,K1D460640,245.0,4,U21,K1D,7209 - CK CLUB FERTOIS
TCHAO,Sarah,K1D461277,96.0,4,U18,K1D,2403 - UNION SPORTIVE NEUVICOISE DE CK
DECHAUMONT,Emma,K1D462772,413.0,3,U18,K1D,3112 - MURET OLYMPIQUE C.K.
HONORE,Anae,K1D463229,91.0,4,U18,K1D,5302 - CK LAVAL
WAGUE,Swannah,K1D463484,540.0,1,U18,K1D,6002 - CK CLUB THERAIN
BREUILLARD,VERA,K1D463656,317.5,4,M,K1D,8606 - VALLEE VONNE CK
LE ROUX,Romane,K1D463798,689.0,3,U15,K1D,4402 - BRIVET CK
BOUDEY,Nina,K1D465032,236.75,4,U15,K1D,3318 - BOMMES NAUTIQUE CK
DUPRAT,Maud,K1D465036,112.0,4,U15,K1D,3318 - BOMMES NAUTIQUE CK
JORDA,Leonie,K1D465769,167.0,4,U15,K1D,5109 - SILLERY CHAMPAGNE C.K.
ALBERT KUTTEN,Maika,K1D467830,328.0,2,U15,K1D,7902 - SAINT MAIXENT CK
PLESTAN,Maelys,K1D469106,179.25,4,U15,K1D,2214 - C.K.C PLANCOET
FOUCHER,Eline,K1D469313,99.0,4,U18,K1D,5302 - CK LAVAL
REYDELLET,LOUISON,K1D471400,368.0,2,U15,K1D,3512 - CK CLUB ACIGNE
ALLIOU,Alwena,K1D471579,533.0,1,U15,K1D,5614 - C.K.C. AURAY
NOEL,Eleanore,K1D472459,159.25,4,U15,K1D,4713 - CK CLUB VALLEE DU DROPT
COLLET,Juline,K1D473435,428.0,4,U15,K1D,3703 - VAL DE L'INDRE CK
HERMELINE,Marion,K1D473728,242.5,4,U18,K1D,6102 - PL ARGENTAN CANOE KAYAK
AMAUDRIC DU CHAFFAUT,JULIETTE,K1D474049,461.0,1,U15,K1D,5603 - CK PONTIVYEN
DANIEL,Elisa,K1D474161,525.0,2,U15,K1D,5630 - CANOE KAYAK AMICALE LAIQUE DE CLEGUER
BOUCHARD,Alwenna,K1D474467,298.0,4,U15,K1D,5630 - CK AMICALE LAIQUE DE CLEGUER
LE CUN,Oceane,K1D474498,126.25,4,U15,K1D,2206 - LA ROCHE DERRIEN CK
REMY,Alycia,K1D475655,170.0,4,U15,K1D,8802 - AS GERARDMER CK
BUSSAC,MARIE,K1D476586,496.0,2,M,K1D,7703 - CLUB SPORTIF DE MEAUX
CHIROY,LILY-ROSE,K1D476720,277.5,4,U18,K1D,3311 - CK CLUB LE TEICH
GANDAIS,Lucie,K1D476865,268.5,4,U18,K1D,6102 - PL ARGENTAN CANOE KAYAK
PIVERT,CHANTAL,K1D476929,276.0,1,M,K1D,3311 - CK CLUB LE TEICH
RAOULT LE FOLL,Soha,K1D477345,112.0,4,U15,K1D,3501 - KAYAK CLUB PONT REAN
NOE-ESTANO,Gabrielle,K1D477486,502.0,2,U15,K1D,2712 - CK VAL DE RISLE
PECOIL,Jeanne,K1D477748,736.5,2,M,K1D,2415 - A.L. MARSAC SUR L'ISLE
OLLIVIER,Lola,K1D478082,407.0,1,U15,K1D,5643 - LANESTER CK CLUB
FONTENEAU,EVA,K1D478279,615.0,1,U15,K1D,8515 - CLUB CK DE LA BOULOGNE-ROCHESERVIERE
GUILLOUZO,Olivia,K1D478463,390.5,2,U15,K1D,5604 - CLUB LOISIRS POP. LOCHRIST
LARCHER,MELICE,K1D478588,385.5,2,U18,K1D,3501 - KAYAK CLUB PONT REAN
CURUTCHET,Nora,K1D478623,433.0,2,U15,K1D,4415 - S.N.O.S. C.K. ST NAZAIRE
BOLOMEY,AUGUSTINE,K1D478906,394.0,4,U18,K1D,2802 - C'CHARTRES METROPOLE CK
SCHOCH,Ines,K1D478946,196.67,3,U15,K1D,7308 - LA PLAGNE EAUX VIVES
CASSET,TINA,K1D479182,408.0,4,U15,K1D,3703 - VAL DE L'INDRE CK
GAYTE,Angele,K1D479526,310.5,4,U18,K1D,4161 - BLOIS AGGLOPOLYS CK
GRIGNON,Gaetane,K1D479740,544.0,2,U18,K1D,4565 - APPMVL CK LOIRE CHAPELLOISE
LOIE,Yael,K1D479790,736.67,3,U18,K1D,1326 - CLUB DE CK DURANCE LUBERON
MAILLARD,Zoe,K1D479957,252.5,2,U15,K1D,8002 - CLUB NAUTIQUE DE RIVERY
OUFARA,Imane,K1D479980,340.0,2,U15,K1D,7705 - TORCY CK
MONTOIR,Constance,K1D480141,349.33,3,U15,K1D,4566 - PAGAIE ORLEANS METROPOLE
BINEY,Elise,K1D480171,140.25,4,U15,K1D,2214 - C.K.C PLANCOET
HEUTTE,Yona,K1D480178,287.0,2,U15,K1D,7705 - TORCY CK
LE JONCOUR JARNY,Louna,K1D480191,295.33,3,U15,K1D,4903 - CLUB NAUTIQUE BOUCHEMAINE
LOCHON,Lucie,K1D480329,656.25,4,U15,K1D,8604 - CK VIVONNE LES PAGAYOUS
AÏT OUFKIR,Kahina,K1D480476,684.5,2,U15,K1D,4415 - S.N.O.S. C.K. ST NAZAIRE
CHOMBART,ANNE,K1D481338,218.0,4,M,K1D,3318 - BOMMES NAUTIQUE CK
GERBEAU,Suzanne,K1D481422,295.0,1,U18,K1D,1608 - CK JARNAC SPORTS
VRIGNAUD,Ana,K1D481423,256.0,1,U18,K1D,1608 - CK JARNAC SPORTS
GABILLON,Emma,K1D481432,383.0,2,U18,K1D,1911 - HAUTE CORREZE KAYAK CLUB
PETIT,Louison,K1D481555,272.0,4,U15,K1D,4922 - CK DES PONTS DE CE
MATHIOT,Lisa,K1D482154,98.75,4,U15,K1D,8802 - AS GERARDMER CK
LOAS,ROZENN,K1D482387,186.33,3,U18,K1D,2206 - LA ROCHE DERRIEN CK
ROUSSEAU,Valentine,K1D486711,778.75,4,U15,K1D,4409 - GETIGNE CK
BRETAGNE,Luce,K1D499469,320.0,1,U15,K1D,6701 - STRASBOURG EAUX VIVES
DERVIN,Louanne,K1D499769,542.75,4,U18,K1D,1326 - CLUB DE CK DURANCE LUBERON
LATROYE PAQUIER,Flore,K1D499965,201.0,1,U18,K1D,3701 - CK CLUB DE TOURS
GAUTHIER,EMMA,K1D500398,343.5,2,U15,K1D,3311 - CK CLUB LE TEICH
ASSELIN,JULIETTE,K1D500520,521.0,1,U15,K1D,4566 - PAGAIE ORLEANS METROPOLE
BONNEAU,Elisa,K1D500701,660.0,1,U18,K1D,1808 - BOURGES CK CLUB
GARNIER,Alice,K1D500965,359.75,4,U15,K1D,4566 - PAGAIE ORLEANS METROPOLE
JACQUIER,Celine,K1D501492,533.0,1,M,K1D,8604 - CK VIVONNE LES PAGAYOUS
ROY,Faustine,K1D501500,176.25,4,U15,K1D,8604 - CK VIVONNE LES PAGAYOUS
BOISSEAU,Justine,K1D501502,183.0,4,U18,K1D,8604 - CK VIVONNE LES PAGAYOUS
LORRAIN,Beatrice,K1D502028,334.0,1,U15,K1D,1608 - CK JARNAC SPORTS
SOARES,KATIA,K1D502386,593.0,1,M,K1D,2415 - A.L. MARSAC SUR L'ISLE
LONG,Justine,K1D502407,309.5,4,U15,K1D,3311 - CK CLUB LE TEICH
DIVRY CAMILLE,Camille,K1D502590,390.0,1,U18,K1D,4007 - STADE MONTOIS
DUQUERROY,MARIE-EMILIE,K1D502812,560.0,1,M,K1D,8604 - CK VIVONNE LES PAGAYOUS
BOUCAULT,Colline,K1D502813,299.5,2,U15,K1D,8002 - CLUB NAUTIQUE DE RIVERY
SOLA,LÉONIE,K1D502817,1022.5,2,U18,K1D,1326 - CLUB DE CK DURANCE LUBERON
MARCADE,Serena,K1D503458,347.0,4,U15,K1D,2209 - CANOE CLUB DU LIE
PARIS,CHLOE,K1D503740,1064.0,1,U18,K1D,5624 - JOSSELIN CK
LEROY,LISA,K1D503741,842.0,1,U21,K1D,5624 - JOSSELIN CK
LARMET,FLAVIE,K1D503750,964.0,1,U21,K1D,5624 - JOSSELIN CK
DE HASQUE,Marguerite,K1D506159,70.0,4,U18,K1D,6701 - STRASBOURG EAUX VIVES
DELANOE PERRIN,Adele,K1D506270,905.33,3,U15,K1D,5630 - CK AMICALE LAIQUE DE CLEGUER
CAVARÉ,ALICE,K1D506881,282.0,1,M,K1D,8003 - PICQUIGNY VIEILLE SOMME
LE PICARD-GOSS,MAYA,K1D508365,237.0,4,U18,K1D,1962 - ARGENTAT DORDOGNE CANOE-KAYAK
MONIER,Elisa,K1D508737,477.0,1,U15,K1D,1667 - CHATEAUNEUF VIBRAC CANOE KAYAK
ROY,Armelle,K1D510180,524.33,3,U15,K1D,8604 - CK VIVONNE LES PAGAYOUS
RICHARD,MARION,K1D510201,230.25,4,U15,K1D,7206 - U.S.F. CK LA FLECHE
BOURDIN BERTOGLI,Adèle,K1D510479,386.0,1,U15,K1D,3309 - CK SPORT LIBOURNE
KAUFFMANN LECLERC,Eolia,K1D510657,246.5,4,U18,K1D,6803 - C.K. APACH COLMAR
MARIE,MAELLE,K1D510773,911.0,1,U15,K1D,3314 - E.S. BLANQUEFORTAISE
BOUILLAUD,Margaux,K1D510774,252.0,1,U18,K1D,3318 - BOMMES NAUTIQUE CK
DE BARBARIN,Adelaide,K1D511440,429.0,1,U15,K1D,1608 - CK JARNAC SPORTS
GEORGES,DAFNE,K1D511460,397.0,1,U18,K1D,4716 - CK VILLENEUVE SUR LOT
TRIFT,JULIE,K1D511588,370.5,2,U15,K1D,8002 - CLUB NAUTIQUE DE RIVERY
QUESTROY,Julie,K1D511617,377.75,4,U15,K1D,2711 - VAL DE REUIL PAGAIE PASSION
MARIVIN,Leane,K1D511737,962.0,1,U18,K1D,5624 - JOSSELIN CK
GARDAN HUBE,Léonie,K1D512899,323.5,2,U15,K1D,4566 - PAGAIE ORLEANS METROPOLE
SANDERS,JETT,K1D513248,1047.0,1,U18,K1D,5624 - JOSSELIN CK
POTHIER,Solange,K1D513254,471.0,1,U15,K1D,8612 - MOUSSAC CK
GOUPILLIERE,LYA,K1D513717,462.0,1,U18,K1D,5109 - SILLERY CHAMPAGNE C.K.
JASMIN,Margot,K1D513872,397.0,1,M22,K1D,4107 - VAL DES CHATEAUX CK
RIMI,KAWTAR,K1D514399,368.0,1,M22,K1D,9407 - RED STAR CLUB CHAMPIGNY
KOCH,Eva,K1D518137,579.0,1,U15,K1D,6701 - STRASBOURG EAUX VIVES
SOLER,Aude,K1D519288,412.0,1,U18,K1D,7203 - CK CLUB DU MANS
REBIERE,ZOÉ,K1D521709,350.0,1,U21,K1D,1962 - ARGENTAT DORDOGNE CANOE-KAYAK
TOMPA,VINCENT,K1H000224,561.0,1,M2,K1H,4101 - U.S. VENDOME CK
CAYRON,NICOLAS,K1H000266,100.0,4,M2,K1H,1503 - ASS. DE LA VALLEE D'OLT
PIERRE,MATTHIEU,K1H000390,135.75,4,M2,K1H,2206 - LA ROCHE DERRIEN CK
BONNET,SERGE,K1H000398,184.75,4,M3,K1H,0310 - CK VALLEE DE MONTLUCON
FLOURET,CLAUDE,K1H000421,154.25,4,M3,K1H,0310 - CK VALLEE DE MONTLUCON
FERREIRA,VINCENT,K1H000496,102.5,4,M2,K1H,0211 - C.K. PLEIN AIR DE CHAUNY
BELTON,DAVID,K1H000669,89.5,4,M2,K1H,0211 - C.K. PLEIN AIR DE CHAUNY
KARMUSIK,LAURENT,K1H000750,178.75,4,M3,K1H,0205 - THIERACHE SPORT NATURE
BILLARD,Jerome,K1H000991,214.67,3,M2,K1H,3804 - CLUB CK VIENNE
CALVAR,Yann,K1H001132,675.0,1,M2,K1H,2903 - CK DE QUIMPER CORNOUAILLE
BERNEDE,JEAN-MICHEL,K1H001261,120.0,1,M3,K1H,4705 - U.S. TONNEINS C.K.
CUNIBIL,THIERRY,K1H001338,415.33,3,M2,K1H,8404 - CLUB CK L'ISLOIS
LEJARD,THIERRY,K1H001497,300.5,4,M2,K1H,7206 - U.S.F. CK LA FLECHE
CASTRYCK,Nicolas,K1H001613,125.5,2,M2,K1H,8002 - CLUB NAUTIQUE DE RIVERY
AMIR-TAHMASSEB,Marc,K1H001679,164.0,3,M2,K1H,6701 - STRASBOURG EAUX VIVES
ODOT,Stephane,K1H001979,202.0,2,M2,K1H,4415 - S.N.O.S. C.K. ST NAZAIRE
BONNIN,SYLVAIN,K1H002252,223.5,4,M2,K1H,7902 - SAINT MAIXENT CK
DUTERAGE,THIERRY,K1H002380,229.75,4,M2,K1H,3804 - CLUB CK VIENNE
ALEXANDRE,OLIVIER,K1H002783,395.75,4,M3,K1H,0213 - OMOIS CK
WUILQUE,Sebastien,K1H004224,209.5,4,M2,K1H,2711 - VAL DE REUIL PAGAIE PASSION
AUFFRET,CEDRIC,K1H004487,175.0,1,M2,K1H,4705 - U.S. TONNEINS C.K.
DUVAL,EMMANUEL,K1H006850,88.75,4,M2,K1H,5302 - CK LAVAL
VITALI,HERVE,K1H009017,83.5,4,M3,K1H,3804 - CLUB CK VIENNE
CARRE,Cyrille,K1H010087,20.0,3,M1,K1H,8901 - OLYMPIC C.K. AUXERRE
LEYMONERIE,PIERRE,K1H012764,99.25,4,M2,K1H,3105 - VENERQUE EAUX VIVES
POULARD,Teddy,K1H013586,332.0,2,M2,K1H,2712 - CK VAL DE RISLE
EUDE,Sylvain,K1H013698,56.5,4,M2,K1H,6102 - PL ARGENTAN CANOE KAYAK
MULLER,JEROME,K1H013764,169.0,4,M2,K1H,2415 - A.L. MARSAC SUR L'ISLE
AUFFRET,FABRICE,K1H014606,123.0,1,M2,K1H,4705 - U.S. TONNEINS C.K.
LECLUSE,BENOIT,K1H014903,359.0,4,M2,K1H,4566 - PAGAIE ORLEANS METROPOLE
DURAND,MATHIEU,K1H015191,20.25,4,M2,K1H,9404 - JOINVILLE EAU VIVE
LETEURTRE,YVES,K1H016143,179.75,4,M3,K1H,4922 - CK DES PONTS DE CE
FERRER,GILLES,K1H017833,154.0,4,M3,K1H,6309 - CLERMONT COMMUNAUTE CK
VICQUELIN,SYLVAIN,K1H019002,290.0,3,M2,K1H,2711 - VAL DE REUIL PAGAIE PASSION
LAVENANT,JEROME,K1H019572,99.0,4,M2,K1H,0205 - THIERACHE SPORT NATURE
FACQUEZ,JEAN-FRANCOIS,K1H019942,195.0,3,M2,K1H,8003 - PICQUIGNY VIEILLE SOMME
LATROYE,SEBASTIEN,K1H021051,322.0,1,M2,K1H,3701 - CK CLUB DE TOURS
LE SCLOTOUR,Erwan,K1H021898,126.75,4,M2,K1H,6701 - STRASBOURG EAUX VIVES
GERARD,Mathias,K1H022082,74.5,4,M1,K1H,3812 - GRENOBLE ALPES CK
LEBLOND,Cyril,K1H026232,134.25,4,M1,K1H,1911 - HAUTE CORREZE KAYAK CLUB
GEEROMS,QUENTIN,K1H026273,91.0,4,M2,K1H,8604 - CK VIVONNE LES PAGAYOUS
PIGNON,Aurelien,K1H028199,149.75,4,M2,K1H,8501 - CK FONTENAY LE COMTE
LEVEILLE,CHRISTOPHE,K1H028818,107.0,1,M2,K1H,3105 - VENERQUE EAUX VIVES
GRESSEL,SEBASTIEN,K1H029368,84.75,4,M2,K1H,5705 - C.C.K. SARREGUEMINES
AUSSANT,JEAN,K1H031430,180.25,4,M3,K1H,2912 - LES ALLIGATORS - LANDERNEAU
MAUGER,ALEXANDRE,K1H031630,330.5,2,M2,K1H,2708 - CLUB SPORTIF BEAUMONTAIS CK
MARTINAT,LAURENT,K1H036361,99.5,4,M1,K1H,3105 - VENERQUE EAUX VIVES
HEIN,MICHEL,K1H037980,512.67,3,M3,K1H,5710 - MONTIGNY SPORT NATURE
COTTEAUX,JULIEN,K1H038484,208.0,2,M1,K1H,3522 - CESSON SEVIGNE CK LES POISSONS VOLANTS
JOUIN,FRANCIS,K1H038536,111.5,4,M3,K1H,5710 - MONTIGNY SPORT NATURE
BRUNIQUEL,STEVE,K1H039014,415.5,2,M2,K1H,4566 - PAGAIE ORLEANS METROPOLE
MARY,FREDERIC,K1H039037,198.25,4,M1,K1H,2415 - A.L. MARSAC SUR L'ISLE
BAYLACQ,DOMINIQUE,K1H039505,72.75,4,M3,K1H,6411 - PAU CANOE-KAYAK CLUB UNIVERSITAIRE
PROCESSE,CHRISTIAN,K1H039517,74.5,4,M2,K1H,3105 - VENERQUE EAUX VIVES
OLIVIER,Clement,K1H040600,154.75,4,M1,K1H,2209 - CANOE CLUB DU LIE
BOOB,CHRISTIAN,K1H040739,122.0,4,M3,K1H,1604 - COGNAC CK
DESCATOIRE,CHRISTIAN,K1H041278,232.67,3,M3,K1H,0211 - C.K. PLEIN AIR DE CHAUNY
DUCHET,GWENDAL,K1H041339,88.0,2,M2,K1H,8802 - AS GERARDMER CK
AUTIN,CHRISTOPHE,K1H041403,665.75,4,M3,K1H,5642 - PLOUAY EAU VIVE
CHANEL,JULIEN,K1H041892,96.75,4,M2,K1H,6309 - CLERMONT COMMUNAUTE CK
OUDIN,Gerald,K1H043341,326.0,3,M2,K1H,0809 - RETHEL CHATEAU CK
KUNTZINGER,FRANCIS,K1H043406,203.33,3,M3,K1H,7310 - CHAMBERY LE BOURGET CK
VAUGENOT,LOIC,K1H043620,238.0,4,M1,K1H,7902 - SAINT MAIXENT CK
MOREAU,JEAN-PIERRE,K1H043804,87.5,4,M3,K1H,2711 - VAL DE REUIL PAGAIE PASSION
DUVAL,JEAN-JACQUES,K1H043810,181.0,4,M3,K1H,2711 - VAL DE REUIL PAGAIE PASSION
SORIN,JOEL,K1H047830,462.0,1,M3,K1H,3318 - BOMMES NAUTIQUE CK
MARIE,XAVIER,K1H049071,41.0,4,M1,K1H,2502 - LA GAULOISE CK MONTBELIARD
PETITBERGHIEN,ANTOINE,K1H049075,163.5,4,M2,K1H,4409 - GETIGNE CK
LUTINIER,BORIS,K1H050875,88.5,4,M1,K1H,1612 - ANGOULEME CK
GEORGIN,Olivier,K1H050947,251.75,4,M3,K1H,2711 - VAL DE REUIL PAGAIE PASSION
RAUDE,Christian,K1H051037,198.5,4,M3,K1H,5604 - CLUB LOISIRS POP. LOCHRIST
LUMEAU,PIERRE,K1H051429,156.0,4,M3,K1H,4922 - CK DES PONTS DE CE
SIMON,ALAIN,K1H053030,302.5,4,M3,K1H,8606 - VALLEE VONNE CK
